item,0,1,2,3,4,5,6,7,8,9,10,11,12
115953572_396667539,0,0,0,0,1,0,0,0,0,0,0,0,29.0
115336058_386128103,0,0,0,0,1,0,0,0,0,0,0,0,32.0
12523584_222834404,1,0,0,0,0,0,0,0,0,0,0,0,49.0
33538654_119367517,1,0,0,0,0,0,0,0,0,0,0,0,55.0
122187152_230047406,0,0,0,0,0,0,0,0,1,0,0,0,14.0
44950595_340861138,0,0,0,0,1,0,0,0,0,0,0,0,25.0
16266511_303332989,1,0,0,0,0,0,0,0,0,0,0,0,51.0
36094484_315983419,0,0,0,0,1,0,0,0,0,0,0,0,27.0
15397885_216076288,1,0,0,0,0,0,0,0,0,0,0,0,51.0
58482324_192710425,1,0,0,0,0,0,0,0,0,0,0,0,56.0
29580371_370853968,1,0,0,0,0,0,0,0,0,0,0,0,58.0
123179813_64845077,0,0,0,0,0,0,0,0,1,0,0,0,2.0
60940970_244303028,0,0,0,0,0,0,0,0,1,0,0,0,14.0
13332282_387130995,0,0,0,0,0,0,0,0,1,0,0,0,14.0
39287000_366873771,0,0,0,0,1,0,0,0,0,0,0,0,48.0
1273897_260613050,0,0,0,0,0,0,0,0,1,0,0,0,3.0
27739031_48700682,1,0,0,0,0,0,0,0,0,0,0,0,53.0
116309909_164371167,1,0,0,0,0,0,0,0,0,0,0,0,55.0
112945972_277286586,0,0,0,0,0,0,0,0,1,0,0,0,3.0
117719673_179555281,0,0,0,0,1,0,0,0,0,0,0,0,37.0
134241933_253877284,0,0,0,0,0,0,0,0,1,0,0,0,16.0
100451599_403761707,1,0,0,0,0,0,0,0,0,0,0,0,56.0
48220275_387967920,0,0,0,0,0,0,0,0,1,0,0,0,16.0
105579380_254891215,0,0,0,0,0,0,0,0,1,0,0,0,9.0
107626697_151450808,1,0,0,0,0,0,0,0,0,0,0,0,62.0
127004754_115247320,0,0,0,0,0,0,0,0,1,0,0,0,23.0
6404402_86773756,1,0,0,0,0,0,0,0,0,0,0,0,56.0
29518607_379876450,1,0,0,0,0,0,0,0,0,0,0,0,58.0
51099679_280204966,0,0,0,0,1,0,0,0,0,0,0,0,34.0
31485010_127197137,0,0,0,0,0,0,0,0,1,0,0,0,3.0
64315314_107500863,0,0,0,0,1,0,0,0,0,0,0,0,27.0
132565790_256030562,1,0,0,0,0,0,0,0,0,0,0,0,60.0
11533374_53723620,0,1,0,0,0,0,0,0,0,0,0,0,56.0
137046864_259175811,0,0,0,0,0,0,1,0,0,0,0,0,27.0
20458974_235363807,0,0,0,0,0,0,0,0,1,0,0,0,4.0
62217542_400046580,0,0,0,0,1,0,0,0,0,0,0,0,35.0
127096947_174052176,1,0,0,0,0,0,0,0,0,0,0,0,60.0
30116859_20224012,1,0,0,0,0,0,0,0,0,0,0,0,56.0
115206062_344449906,1,0,0,0,0,0,0,0,0,0,0,0,61.0
26782978_223152462,0,0,0,0,0,0,0,0,1,0,0,0,13.0
36307676_301554694,0,0,0,0,1,0,0,0,0,0,0,0,27.0
135068553_76136194,0,0,0,0,1,0,0,0,0,0,0,0,35.0
60956726_216769721,0,0,0,0,1,0,0,0,0,0,0,0,40.0
39759851_49012718,1,0,0,0,0,0,0,0,0,0,0,0,51.0
105693791_234193827,0,0,0,0,0,0,0,0,1,0,0,0,1.0
21827502_260694123,1,0,0,0,0,0,0,0,0,0,0,0,52.0
38940893_99380949,1,0,0,0,0,0,0,0,0,0,0,0,51.0
40849750_97241158,0,0,0,0,1,0,0,0,0,0,0,0,39.0
5708087_207945471,0,0,0,0,0,0,0,0,1,0,0,0,2.0
115335440_133413088,0,0,0,0,0,0,0,0,1,0,0,0,24.0
122898581_136097689,1,0,0,0,0,0,0,0,0,0,0,0,57.0
62831456_330014482,0,0,0,0,0,0,0,0,1,0,0,0,4.0
33396178_356537040,1,0,0,0,0,0,0,0,0,0,0,0,51.0
45199325_156029896,1,0,0,0,0,0,0,0,0,0,0,0,57.0
57357240_47727182,0,0,0,0,0,0,0,0,1,0,0,0,11.0
36307676_272658284,0,0,0,0,1,0,0,0,0,0,0,0,28.0
5103407_155210175,0,0,0,0,0,0,0,0,1,0,0,0,3.0
22288686_21162252,0,0,0,0,0,0,0,0,1,0,0,0,16.0
1774834_52551862,0,0,0,0,1,0,0,0,0,0,0,0,36.0
123021194_318176787,1,0,0,0,0,0,0,0,0,0,0,0,56.0
42631126_220265430,0,0,0,0,0,0,0,0,1,0,0,0,13.0
37581470_109162986,1,0,0,0,0,0,0,0,0,0,0,0,50.0
132922724_169068221,1,0,0,0,0,0,0,0,0,0,0,0,56.0
107228732_82338060,0,0,0,0,1,0,0,0,0,0,0,0,29.0
116926283_357293095,1,0,0,0,0,0,0,0,0,0,0,0,55.0
29633312_227991080,0,0,0,0,1,0,0,0,0,0,0,0,27.0
118509561_11078174,1,0,0,0,0,0,0,0,0,0,0,0,49.0
128486850_296404734,0,0,0,0,0,0,0,0,1,0,0,0,1.0
105497231_398514556,1,0,0,0,0,0,0,0,0,0,0,0,52.0
12661032_260391059,1,0,0,0,0,0,0,0,0,0,0,0,60.0
33538654_303969046,0,0,0,0,1,0,0,0,0,0,0,0,37.0
41890690_88739094,1,0,0,0,0,0,0,0,0,0,0,0,69.0
17127343_349654348,0,0,0,0,0,0,0,0,1,0,0,0,1.0
41960104_232041282,0,0,0,0,0,0,0,0,1,0,0,0,5.0
48733035_266916188,0,0,0,0,1,0,0,0,0,0,0,0,35.0
132541898_1290483,1,0,0,0,0,0,0,0,0,0,0,0,70.0
110794153_53804586,0,0,0,0,1,0,0,0,0,0,0,0,48.0
27739031_200504075,1,0,0,0,0,0,0,0,0,0,0,0,53.0
30763305_222501790,1,0,0,0,0,0,0,0,0,0,0,0,50.0
33466447_118307795,1,0,0,0,0,0,0,0,0,0,0,0,49.0
120045832_360209700,1,0,0,0,0,0,0,0,0,0,0,0,49.0
130338104_107853473,0,0,0,0,1,0,0,0,0,0,0,0,36.0
65271963_128959122,0,0,0,0,1,0,0,0,0,0,0,0,34.0
111151207_363816784,1,0,0,0,0,0,0,0,0,0,0,0,72.0
19609124_396647075,0,0,0,0,0,0,0,0,1,0,0,0,9.0
3772420_117882293,0,0,0,0,1,0,0,0,0,0,0,0,41.0
53922695_5021902,0,0,0,0,0,0,0,0,1,0,0,0,17.0
100203772_135831713,0,0,0,0,1,0,0,0,0,0,0,0,27.0
42447244_127115286,0,0,0,0,1,0,0,0,0,0,0,0,47.0
28883723_311694847,0,0,0,0,1,0,0,0,0,0,0,0,34.0
133044209_353189139,0,0,0,0,0,0,0,0,1,0,0,0,1.0
128788710_15064412,0,0,0,0,0,0,0,0,1,0,0,0,16.0
57882873_358886514,0,0,0,0,1,0,0,0,0,0,0,0,27.0
18019549_320278307,1,0,0,0,0,0,0,0,0,0,0,0,49.0
23011006_128439,0,0,0,0,1,0,0,0,0,0,0,0,27.0
130338104_38513937,0,0,0,0,0,0,0,0,1,0,0,0,2.0
18905440_380695586,0,0,0,1,0,0,0,0,0,0,0,0,
30214065_344562373,1,0,0,0,0,0,0,0,0,0,0,0,59.0
132156050_37920679,0,0,0,0,0,0,0,0,1,0,0,0,3.0
55643672_306501727,1,0,0,0,0,0,0,0,0,0,0,0,49.0
51305527_3185465,0,0,0,0,1,0,0,0,0,0,0,0,48.0
108927293_274308791,1,0,0,0,0,0,0,0,0,0,0,0,57.0
4641860_28554719,0,0,0,0,1,0,0,0,0,0,0,0,46.0
2903578_121641538,1,0,0,0,0,0,0,0,0,0,0,0,61.0
2903578_240674346,0,0,0,0,0,0,0,0,1,0,0,0,3.0
22640271_268967719,0,0,0,0,1,0,0,0,0,0,0,0,37.0
32176885_79774049,0,0,0,0,0,0,0,0,1,0,0,0,12.0
126235557_128438965,1,0,0,0,0,0,0,0,0,0,0,0,53.0
5328638_258927556,0,0,0,0,1,0,0,0,0,0,0,0,33.0
38491241_330739997,0,0,0,0,1,0,0,0,0,0,0,0,39.0
128031111_149681681,0,0,0,0,1,0,0,0,0,0,0,0,32.0
4618010_35105410,0,0,0,0,1,0,0,0,0,0,0,0,33.0
127228740_288486739,1,0,0,0,0,0,0,0,0,0,0,0,59.0
49860627_354188453,0,0,0,0,0,0,0,0,1,0,0,0,6.0
47424857_275410218,0,0,0,0,1,0,0,0,0,0,0,0,32.0
61024265_298117185,1,0,0,0,0,0,0,0,0,0,0,0,70.0
108049880_271863455,0,0,0,0,1,0,0,0,0,0,0,0,26.0
61267802_136572884,1,0,0,0,0,0,0,0,0,0,0,0,72.0
14281659_382682959,1,0,0,0,0,0,0,0,0,0,0,0,51.0
134032914_146626189,1,0,0,0,0,0,0,0,0,0,0,0,58.0
100203772_67520405,0,0,0,0,1,0,0,0,0,0,0,0,26.0
140506688_294526966,1,0,0,0,0,0,0,0,0,0,0,0,57.0
132799604_148067135,0,0,0,0,0,0,0,0,0,1,0,0,8.0
103971193_352329090,0,0,0,0,1,0,0,0,0,0,0,0,35.0
130407965_32310973,0,0,0,0,1,0,0,0,0,0,0,0,26.0
54332336_167280953,1,0,0,0,0,0,0,0,0,0,0,0,53.0
52913276_47211799,0,0,0,0,1,0,0,0,0,0,0,0,35.0
36219062_376831729,1,0,0,0,0,0,0,0,0,0,0,0,53.0
57254001_190027576,0,0,0,0,1,0,0,0,0,0,0,0,48.0
136903092_279030954,1,0,0,0,0,0,0,0,0,0,0,0,50.0
31661098_56844183,0,0,0,0,1,0,0,0,0,0,0,0,28.0
101322904_371218941,0,0,0,0,0,0,0,0,1,0,0,0,10.0
133685198_392226028,0,0,0,0,0,0,0,0,1,0,0,0,17.0
140536874_202382821,0,0,0,0,1,0,0,0,0,0,0,0,48.0
40703239_182065113,0,0,0,0,1,0,0,0,0,0,0,0,36.0
111409210_173717759,1,0,0,0,0,0,0,0,0,0,0,0,51.0
40619641_310393678,0,0,0,0,0,0,0,0,1,0,0,0,9.0
40051546_395648338,1,0,0,0,0,0,0,0,0,0,0,0,62.0
39810707_228158298,1,0,0,0,0,0,0,0,0,0,0,0,60.0
22409616_253575388,0,0,0,0,0,0,0,0,1,0,0,0,3.0
6224591_362233940,0,0,0,0,0,0,0,0,1,0,0,0,5.0
117599972_385246635,0,0,0,0,1,0,0,0,0,0,0,0,26.0
117297257_212388583,1,0,0,0,0,0,0,0,0,0,0,0,51.0
122363030_402749759,0,0,0,0,1,0,0,0,0,0,0,0,39.0
134314587_59200144,1,0,0,0,0,0,0,0,0,0,0,0,49.0
10678812_374207126,0,0,0,0,1,0,0,0,0,0,0,0,31.0
139915480_66571742,0,0,0,0,1,0,0,0,0,0,0,0,42.0
60585233_19398883,0,0,0,0,0,0,0,0,0,0,0,1,
115338566_76926203,1,0,0,0,0,0,0,0,0,0,0,0,72.0
113717075_168055541,1,0,0,0,0,0,0,0,0,0,0,0,64.0
118832934_177220705,0,0,0,0,1,0,0,0,0,0,0,0,29.0
42455248_44281326,0,0,0,0,1,0,0,0,0,0,0,0,28.0
137346615_161498449,1,0,0,0,0,0,0,0,0,0,0,0,53.0
29443160_80804899,1,0,0,0,0,0,0,0,0,0,0,0,62.0
1999096_333725833,1,0,0,0,0,0,0,0,0,0,0,0,56.0
54494456_130763002,1,0,0,0,0,0,0,0,0,0,0,0,52.0
115860218_171939490,1,0,0,0,0,0,0,0,0,0,0,0,71.0
56453706_318373806,1,0,0,0,0,0,0,0,0,0,0,0,55.0
22618806_257760945,0,0,0,0,1,0,0,0,0,0,0,0,35.0
106321103_225549393,0,0,0,0,0,0,0,0,1,0,0,0,1.0
416853_258775610,1,0,0,0,0,0,0,0,0,0,0,0,52.0
28415501_291756906,0,0,0,0,0,0,0,0,1,0,0,0,16.0
20170404_353171864,0,1,0,0,0,0,0,0,0,0,0,0,49.0
111203398_253535362,1,0,0,0,0,0,0,0,0,0,0,0,71.0
65175897_276752566,1,0,0,0,0,0,0,0,0,0,0,0,54.0
34172533_365411886,1,0,0,0,0,0,0,0,0,0,0,0,59.0
110202001_16004393,1,0,0,0,0,0,0,0,0,0,0,0,53.0
101208550_52122864,0,0,0,0,0,0,0,0,1,0,0,0,8.0
29020268_227745947,0,0,0,0,1,0,0,0,0,0,0,0,26.0
22732248_267653732,1,0,0,0,0,0,0,0,0,0,0,0,61.0
116648201_18829862,0,0,0,0,1,0,0,0,0,0,0,0,38.0
109120790_384020040,0,0,0,0,0,0,0,0,1,0,0,0,8.0
139010251_298153307,1,0,0,0,0,0,0,0,0,0,0,0,51.0
110321077_273656614,1,0,0,0,0,0,0,0,0,0,0,0,51.0
41396203_381169262,0,0,0,0,0,0,0,0,1,0,0,0,9.0
21246981_177480957,0,0,0,0,1,0,0,0,0,0,0,0,34.0
101991970_376372710,0,0,0,0,0,0,1,0,0,0,0,0,39.0
106117718_104247659,0,0,0,0,0,0,0,0,1,0,0,0,24.0
17414692_396873017,0,0,0,0,1,0,0,0,0,0,0,0,25.0
100714423_10407039,0,0,0,0,0,0,0,0,1,0,0,0,17.0
15910300_261243423,0,0,1,0,0,0,0,0,0,0,0,0,58.0
128086359_288002622,0,0,0,0,0,0,0,0,1,0,0,0,6.0
12584973_123751622,1,0,0,0,0,0,0,0,0,0,0,0,51.0
58144554_1949221,0,1,0,0,0,0,0,0,0,0,0,0,51.0
110961790_25901982,0,0,0,0,0,0,0,0,1,0,0,0,5.0
113686031_18826136,0,0,0,0,1,0,0,0,0,0,0,0,47.0
130640672_113422897,0,0,0,0,1,0,0,0,0,0,0,0,39.0
108648119_266569096,1,0,0,0,0,0,0,0,0,0,0,0,51.0
106160216_105788177,0,0,0,0,0,0,0,0,0,0,0,1,
12578052_175157545,1,0,0,0,0,0,0,0,0,0,0,0,51.0
44110187_234974700,0,0,0,0,1,0,0,0,0,0,0,0,27.0
15535972_225756596,0,0,0,0,0,0,0,0,1,0,0,0,19.0
64869447_167871188,1,0,0,0,0,0,0,0,0,0,0,0,62.0
142235817_179488668,0,0,0,0,0,0,0,0,1,0,0,0,8.0
32950612_235282046,0,0,0,0,1,0,0,0,0,0,0,0,27.0
104574739_228578471,0,0,0,0,1,0,0,0,0,0,0,0,40.0
34022008_373471050,1,0,0,0,0,0,0,0,0,0,0,0,59.0
29165687_317224640,0,0,0,0,1,0,0,0,0,0,0,0,35.0
56590575_296642302,0,0,0,0,0,0,0,0,1,0,0,0,4.0
138003363_375994332,0,0,0,0,1,0,0,0,0,0,0,0,30.0
28251698_382526095,1,0,0,0,0,0,0,0,0,0,0,0,56.0
109389626_377575010,0,0,0,0,0,0,0,0,1,0,0,0,1.0
28251698_352079687,1,0,0,0,0,0,0,0,0,0,0,0,70.0
16981954_141942265,0,0,0,0,1,0,0,0,0,0,0,0,30.0
17001133_234919530,1,0,0,0,0,0,0,0,0,0,0,0,59.0
118791759_258676396,1,0,0,0,0,0,0,0,0,0,0,0,50.0
15330397_29582575,0,0,0,0,1,0,0,0,0,0,0,0,45.0
109381076_76637928,1,0,0,0,0,0,0,0,0,0,0,0,71.0
60940970_167603994,0,0,0,0,1,0,0,0,0,0,0,0,36.0
54041681_318998535,0,0,0,0,0,0,0,0,1,0,0,0,10.0
121159721_183036815,1,0,0,0,0,0,0,0,0,0,0,0,51.0
141818090_277829454,0,0,0,0,1,0,0,0,0,0,0,0,32.0
105130391_50769074,0,0,0,0,1,0,0,0,0,0,0,0,31.0
36101825_270897245,0,0,0,0,1,0,0,0,0,0,0,0,33.0
141311396_361692388,1,0,0,0,0,0,0,0,0,0,0,0,58.0
52288145_231119885,1,0,0,0,0,0,0,0,0,0,0,0,64.0
110239930_318008997,0,0,0,0,0,0,0,0,1,0,0,0,5.0
14698786_364480125,1,0,0,0,0,0,0,0,0,0,0,0,51.0
4059368_22326235,1,0,0,0,0,0,0,0,0,0,0,0,49.0
123504509_650998,1,0,0,0,0,0,0,0,0,0,0,0,66.0
140295377_207744812,1,0,0,0,0,0,0,0,0,0,0,0,63.0
10176801_395627683,0,0,0,0,0,0,0,0,1,0,0,0,5.0
53283860_257201492,1,0,0,0,0,0,0,0,0,0,0,0,62.0
59010207_63845177,0,0,0,0,0,0,0,0,1,0,0,0,2.0
112658053_154321524,1,0,0,0,0,0,0,0,0,0,0,0,51.0
35917880_401809775,1,0,0,0,0,0,0,0,0,0,0,0,56.0
53335367_256463496,1,0,0,0,0,0,0,0,0,0,0,0,72.0
43989284_193941773,0,0,0,0,0,0,0,0,1,0,0,0,2.0
110522833_122466467,0,0,0,0,0,0,0,0,1,0,0,0,9.0
40745647_354355535,0,0,0,0,1,0,0,0,0,0,0,0,29.0
3930790_239855184,0,0,0,0,1,0,0,0,0,0,0,0,38.0
128167605_153098104,0,0,0,0,1,0,0,0,0,0,0,0,26.0
32795083_41384957,0,0,0,0,1,0,0,0,0,0,0,0,39.0
113689556_335462796,0,0,0,0,0,0,0,0,0,1,0,0,12.0
131369687_246750673,1,0,0,0,0,0,0,0,0,0,0,0,49.0
39301994_224055590,0,0,0,0,1,0,0,0,0,0,0,0,30.0
14705785_52521871,0,0,0,0,1,0,0,0,0,0,0,0,35.0
60207107_108836420,0,0,0,0,1,0,0,0,0,0,0,0,47.0
37454543_19136411,0,0,0,0,1,0,0,0,0,0,0,0,36.0
124672580_345370506,1,0,0,0,0,0,0,0,0,0,0,0,71.0
16145764_213512084,0,0,0,0,1,0,0,0,0,0,0,0,28.0
53879957_254878550,0,0,0,0,0,0,0,0,1,0,0,0,7.0
60721610_192710425,1,0,0,0,0,0,0,0,0,0,0,0,51.0
62389547_296403696,1,0,0,0,0,0,0,0,0,0,0,0,54.0
131739593_393742695,0,0,0,0,0,0,0,0,1,0,0,0,18.0
530238_88817095,1,0,0,0,0,0,0,0,0,0,0,0,49.0
58517586_70417837,1,0,0,0,0,0,0,0,0,0,0,0,63.0
127137324_294875529,1,0,0,0,0,0,0,0,0,0,0,0,50.0
112683328_376348881,0,0,0,0,1,0,0,0,0,0,0,0,26.0
32535586_343142989,0,0,0,0,1,0,0,0,0,0,0,0,41.0
58192059_238907058,0,0,0,0,1,0,0,0,0,0,0,0,31.0
44994029_363122968,0,0,0,0,0,0,0,0,1,0,0,0,17.0
123211175_237723645,0,0,0,0,1,0,0,0,0,0,0,0,34.0
122167478_250890625,0,0,0,0,0,0,0,0,1,0,0,0,8.0
2732578_229516705,1,0,0,0,0,0,0,0,0,0,0,0,69.0
137534145_12619959,1,0,0,0,0,0,0,0,0,0,0,0,53.0
134105796_126752539,1,0,0,0,0,0,0,0,0,0,0,0,49.0
42295282_214795611,1,0,0,0,0,0,0,0,0,0,0,0,49.0
1288237_197397412,0,0,0,0,0,0,0,0,1,0,0,0,14.0
129071733_95104980,0,0,0,0,0,0,0,0,1,0,0,0,4.0
121478510_205025225,0,0,0,0,0,0,0,0,1,0,0,0,14.0
33006457_381273902,1,0,0,0,0,0,0,0,0,0,0,0,59.0
57523557_151481816,0,0,0,0,0,0,0,0,1,0,0,0,5.0
110770489_106898762,0,0,0,0,0,0,0,0,1,0,0,0,21.0
42398407_413628,0,0,0,0,1,0,0,0,0,0,0,0,26.0
56590575_374241722,0,0,0,0,0,0,0,0,1,0,0,0,17.0
133288877_124719992,0,0,0,0,0,0,0,0,1,0,0,0,23.0
113468942_381279548,0,0,0,0,1,0,0,0,0,0,0,0,36.0
132376199_288944459,0,0,0,0,1,0,0,0,0,0,0,0,26.0
41107042_369029704,0,0,0,0,0,0,0,0,1,0,0,0,12.0
120148672_250437419,0,0,0,0,1,0,0,0,0,0,0,0,34.0
108049880_379495252,0,0,0,0,0,0,0,0,1,0,0,0,4.0
58165245_162732994,0,0,0,0,1,0,0,0,0,0,0,0,29.0
21350424_290428756,0,0,0,0,0,0,0,0,1,0,0,0,12.0
25417216_397425910,1,0,0,0,0,0,0,0,0,0,0,0,63.0
106082570_306491812,0,0,0,0,1,0,0,0,0,0,0,0,28.0
130720655_151762686,1,0,0,0,0,0,0,0,0,0,0,0,64.0
125463827_88761560,0,0,0,0,0,0,0,0,1,0,0,0,14.0
38787188_87559518,0,0,0,0,0,0,0,0,1,0,0,0,2.0
114139508_95597313,0,0,0,0,0,0,0,0,1,0,0,0,12.0
105058502_24177374,0,0,0,0,1,0,0,0,0,0,0,0,25.0
127916115_404012973,0,0,0,0,1,0,0,0,0,0,0,0,31.0
26000275_390681716,1,0,0,0,0,0,0,0,0,0,0,0,61.0
122945423_19885407,0,0,0,0,0,0,0,0,1,0,0,0,1.0
115568048_397433250,0,0,0,0,1,0,0,0,0,0,0,0,26.0
16983892_403506502,0,0,0,0,0,0,0,0,1,0,0,0,17.0
65098032_225838640,0,0,0,0,0,0,0,0,1,0,0,0,11.0
35581946_44992880,1,0,0,0,0,0,0,0,0,0,0,0,52.0
64627116_244051734,0,0,0,0,0,0,0,0,1,0,0,0,3.0
101239126_391305009,0,0,0,0,0,0,0,0,1,0,0,0,17.0
43255249_122716192,0,0,0,0,0,0,0,0,1,0,0,0,8.0
107204669_22205988,1,0,0,0,0,0,0,0,0,0,0,0,58.0
32488687_206090877,1,0,0,0,0,0,0,0,0,0,0,0,72.0
46409942_139206139,1,0,0,0,0,0,0,0,0,0,0,0,59.0
107278973_255870178,1,0,0,0,0,0,0,0,0,0,0,0,55.0
63990944_362563093,1,0,0,0,0,0,0,0,0,0,0,0,51.0
31369669_251281497,1,0,0,0,0,0,0,0,0,0,0,0,55.0
16195777_213795029,1,0,0,0,0,0,0,0,0,0,0,0,64.0
38586020_94062845,0,0,0,0,1,0,0,0,0,0,0,0,37.0
129986448_347269788,1,0,0,0,0,0,0,0,0,0,0,0,70.0
36603095_385232940,0,0,0,0,0,0,0,0,1,0,0,0,11.0
135792408_290999637,0,0,0,0,0,0,0,0,1,0,0,0,2.0
52219151_214277864,0,0,1,0,0,0,0,0,0,0,0,0,58.0
50748151_138105088,0,0,0,0,0,0,0,0,1,0,0,0,12.0
135792408_36839823,0,0,0,0,0,0,0,0,1,0,0,0,12.0
44789057_144579736,0,0,0,0,0,0,0,0,1,0,0,0,6.0
110634142_287098558,1,0,0,0,0,0,0,0,0,0,0,0,52.0
132502691_147699590,0,0,0,0,0,0,0,0,0,0,1,0,6.0
101400493_103673375,0,0,0,0,0,0,0,0,1,0,0,0,17.0
116270315_303747322,1,0,0,0,0,0,0,0,0,0,0,0,70.0
42516478_324956534,0,0,0,0,1,0,0,0,0,0,0,0,33.0
15852880_302705450,1,0,0,0,0,0,0,0,0,0,0,0,49.0
58806189_32666795,0,0,0,0,1,0,0,0,0,0,0,0,27.0
24049381_367391931,1,0,0,0,0,0,0,0,0,0,0,0,57.0
5847179_299085484,0,0,0,0,1,0,0,0,0,0,0,0,29.0
134891733_342362316,0,0,0,0,1,0,0,0,0,0,0,0,32.0
115844210_141482172,0,0,0,0,0,0,0,0,1,0,0,0,10.0
595845_93423008,0,0,0,0,0,0,0,0,0,1,0,0,8.0
15965149_160169231,0,0,0,0,0,0,0,0,1,0,0,0,10.0
136464351_108300067,0,0,0,0,0,0,0,0,1,0,0,0,14.0
24298813_248247433,1,0,0,0,0,0,0,0,0,0,0,0,59.0
61174790_138914579,0,0,0,0,1,0,0,0,0,0,0,0,40.0
126102987_174465225,0,0,0,0,0,0,0,0,1,0,0,0,6.0
26284786_282930209,0,0,0,0,0,0,0,0,0,1,0,0,8.0
31446754_87388280,0,0,0,0,0,0,0,0,1,0,0,0,3.0
130053173_138056890,0,0,0,0,0,0,0,0,1,0,0,0,23.0
126349146_392438997,0,0,0,0,1,0,0,0,0,0,0,0,33.0
112495057_247556559,0,0,0,0,0,0,0,0,1,0,0,0,4.0
50024662_249659027,0,0,0,0,1,0,0,0,0,0,0,0,29.0
56489421_242721672,0,0,0,0,1,0,0,0,0,0,0,0,42.0
26882464_253525357,0,0,0,0,0,1,0,0,0,0,0,0,38.0
47931176_328776233,1,0,0,0,0,0,0,0,0,0,0,0,62.0
128752425_271823385,0,0,0,0,1,0,0,0,0,0,0,0,26.0
31246831_136570984,1,0,0,0,0,0,0,0,0,0,0,0,56.0
110086648_100294924,0,0,0,0,1,0,0,0,0,0,0,0,30.0
105543038_282543563,0,0,0,0,0,0,0,0,1,0,0,0,6.0
581172_110574975,0,0,0,0,0,0,0,0,1,0,0,0,19.0
116521127_154505681,0,0,0,0,0,0,0,0,1,0,0,0,3.0
28699442_292334987,1,0,0,0,0,0,0,0,0,0,0,0,62.0
62390663_95479652,0,0,0,0,1,0,0,0,0,0,0,0,37.0
105611882_76004970,1,0,0,0,0,0,0,0,0,0,0,0,57.0
51099679_364147232,0,0,0,0,1,0,0,0,0,0,0,0,34.0
42242296_368713753,0,0,0,0,1,0,0,0,0,0,0,0,35.0
14083845_296626226,1,0,0,0,0,0,0,0,0,0,0,0,52.0
49139898_88270535,0,0,0,0,0,0,0,0,1,0,0,0,12.0
135429591_90677191,0,0,0,0,0,0,0,0,1,0,0,0,6.0
128560563_77560653,0,0,0,0,1,0,0,0,0,0,0,0,29.0
17448241_284256677,0,0,0,0,0,0,0,0,1,0,0,0,13.0
11895987_156851120,0,0,0,0,0,0,0,0,1,0,0,0,18.0
46655888_44021966,0,0,0,0,0,0,0,0,1,0,0,0,23.0
129034389_226798648,1,0,0,0,0,0,0,0,1,0,0,0,11.0
120878227_280242879,1,0,0,0,0,0,0,0,0,0,0,0,55.0
132609065_282099242,0,0,0,0,1,0,0,0,0,0,0,0,38.0
108133649_161029538,1,0,0,0,0,0,0,0,0,0,0,0,57.0
103316629_56594059,1,0,0,0,0,0,0,0,0,0,0,0,53.0
47883203_239211386,0,0,0,0,0,0,0,0,1,0,0,0,10.0
17606155_245368175,1,0,0,0,0,0,0,0,0,0,0,0,51.0
108049880_339005233,0,0,0,0,1,0,0,0,0,0,0,0,34.0
47278367_362369763,0,0,0,0,1,0,0,0,0,0,0,0,38.0
28699442_110701886,1,0,0,0,0,0,0,0,0,0,0,0,54.0
317091_95363122,1,0,0,0,0,0,0,0,0,0,0,0,52.0
137856687_251924573,1,0,0,0,0,0,0,0,0,0,0,0,70.0
14851807_157154443,1,0,0,0,0,0,0,0,0,0,0,0,59.0
64543542_19492527,1,0,0,0,0,0,0,0,0,0,0,0,50.0
63569795_86604973,0,0,0,0,1,0,0,0,0,0,0,0,37.0
13707309_127998918,1,0,0,0,0,0,0,0,0,0,0,0,54.0
136575765_190215353,1,0,0,0,0,0,0,0,0,0,0,0,50.0
108032747_165845207,0,0,0,0,1,0,0,0,0,0,0,0,35.0
50477209_190738612,0,0,0,0,0,0,0,0,1,0,0,0,2.0
103582477_273993516,0,0,0,0,1,0,0,0,0,0,0,0,36.0
18575662_97832314,0,0,0,0,1,0,0,0,0,0,0,0,27.0
135200142_352726179,0,0,0,0,0,0,0,0,0,0,1,0,2.0
117034235_240859856,1,0,0,0,0,0,0,0,0,0,0,0,50.0
6005630_198926199,0,0,0,0,1,0,0,0,0,0,0,0,26.0
134508957_272456725,0,0,0,0,0,0,1,0,0,0,0,0,35.0
21543987_8974807,0,0,0,0,1,0,0,0,0,0,0,0,44.0
129909450_78687582,1,0,0,0,0,0,0,0,0,0,0,0,51.0
17912257_275728076,0,0,0,0,0,0,0,0,1,0,0,0,17.0
1145383_370724774,0,0,0,0,0,0,0,0,1,0,0,0,2.0
39799124_355303801,1,0,0,0,0,0,0,0,0,0,0,0,63.0
109499453_71246,1,0,0,0,0,0,0,0,0,0,0,0,52.0
109935939_232543579,1,0,0,0,0,0,0,0,0,0,0,0,61.0
110813545_261693729,1,0,0,0,0,0,0,0,0,0,0,0,51.0
138038328_272077698,1,0,0,0,0,0,0,0,0,0,0,0,52.0
34459402_186577212,0,0,0,0,0,0,0,0,1,0,0,0,23.0
487386_135995541,0,0,0,0,1,0,0,0,0,0,0,0,44.0
122744693_369113124,0,0,0,0,0,0,0,0,1,0,0,0,14.0
49510692_86167685,0,0,0,0,0,0,0,0,1,0,0,0,8.0
